timestamp,value
2006-01-01 00:00:00,0.0
2006-01-01 00:10:00,0.0
2006-01-01 00:20:00,0.0
2006-01-01 00:30:00,0.0
2006-01-01 00:40:00,0.0
2006-01-01 00:50:00,0.0
2006-01-01 01:00:00,0.0
2006-01-01 01:10:00,0.0
2006-01-01 01:20:00,0.0
2006-01-01 01:30:00,0.0
2006-01-01 01:40:00,0.0
2006-01-01 01:50:00,0.0
2006-01-01 02:00:00,0.0
2006-01-01 02:10:00,0.0
2006-01-01 02:20:00,0.0
2006-01-01 02:30:00,0.0
2006-01-01 02:40:00,0.0
2006-01-01 02:50:00,0.0
2006-01-01 03:00:00,0.0
2006-01-01 03:10:00,0.0
2006-01-01 03:20:00,0.0
2006-01-01 03:30:00,0.0
2006-01-01 03:40:00,0.0
2006-01-01 03:50:00,0.0
2006-01-01 04:00:00,0.0
2006-01-01 04:10:00,0.0
2006-01-01 04:20:00,0.0
2006-01-01 04:30:00,0.0
2006-01-01 04:40:00,0.0
2006-01-01 04:50:00,0.0
2006-01-01 05:00:00,0.0
2006-01-01 05:10:00,0.0
2006-01-01 05:20:00,0.0
2006-01-01 05:30:00,0.0
2006-01-01 05:40:00,0.0
2006-01-01 05:50:00,0.0
2006-01-01 06:00:00,0.0
2006-01-01 06:10:00,0.0
2006-01-01 06:20:00,0.0
2006-01-01 06:30:00,0.0
2006-01-01 06:40:00,0.0
2006-01-01 06:50:00,0.0
2006-01-01 07:00:00,0.01386861313868613
2006-01-01 07:10:00,0.12080291970802923
2006-01-01 07:20:00,0.4102189781021897
2006-01-01 07:30:00,1.2284671532846716
2006-01-01 07:40:00,2.7682481751824817
2006-01-01 07:50:00,4.1226277372262805
2006-01-01 08:00:00,4.919708029197081
2006-01-01 08:10:00,5.781386861313872
2006-01-01 08:20:00,5.789781021897808
2006-01-01 08:30:00,6.100000000000001
2006-01-01 08:40:00,6.378467153284674
2006-01-01 08:50:00,6.678467153284673
2006-01-01 09:00:00,6.644525547445257
2006-01-01 09:10:00,6.410218978102191
2006-01-01 09:20:00,6.567153284671533
2006-01-01 09:30:00,6.378832116788324
2006-01-01 09:40:00,6.38649635036496
2006-01-01 09:50:00,6.315693430656936
2006-01-01 10:00:00,6.24744525547445
2006-01-01 10:10:00,6.214598540145989
2006-01-01 10:20:00,6.411678832116786
2006-01-01 10:30:00,6.275182481751824
2006-01-01 10:40:00,6.387226277372263
2006-01-01 10:50:00,6.502189781021898
2006-01-01 11:00:00,6.616058394160585
2006-01-01 11:10:00,6.600364963503651
2006-01-01 11:20:00,6.959124087591234
2006-01-01 11:30:00,6.893795620437957
2006-01-01 11:40:00,7.1802919708029185
2006-01-01 11:50:00,7.205474452554744
2006-01-01 12:00:00,7.055109489051095
2006-01-01 12:10:00,6.886131386861311
2006-01-01 12:20:00,6.818613138686132
2006-01-01 12:30:00,6.808029197080293
2006-01-01 12:40:00,6.8605839416058405
2006-01-01 12:50:00,6.463138686131384
2006-01-01 13:00:00,6.371532846715331
2006-01-01 13:10:00,6.127007299270073
2006-01-01 13:20:00,6.3868613138686126
2006-01-01 13:30:00,6.379197080291968
2006-01-01 13:40:00,6.158759124087588
2006-01-01 13:50:00,6.137226277372263
2006-01-01 14:00:00,6.0718978102189824
2006-01-01 14:10:00,5.503649635036499
2006-01-01 14:20:00,5.244160583941604
2006-01-01 14:30:00,5.032116788321169
2006-01-01 14:40:00,4.587226277372259
2006-01-01 14:50:00,4.345255474452557
2006-01-01 15:00:00,3.922262773722628
2006-01-01 15:10:00,3.5916058394160584
2006-01-01 15:20:00,2.9105839416058417
2006-01-01 15:30:00,2.1204379562043774
2006-01-01 15:40:00,1.4667883211678825
2006-01-01 15:50:00,0.8594890510948905
2006-01-01 16:00:00,0.5572992700729925
2006-01-01 16:10:00,0.345985401459854
2006-01-01 16:20:00,0.11861313868613138
2006-01-01 16:30:00,0.01678832116788321
2006-01-01 16:40:00,0.01824817518248175
2006-01-01 16:50:00,0.0029197080291970805
2006-01-01 17:00:00,0.0010948905109489052
2006-01-01 17:10:00,0.0010948905109489052
2006-01-01 17:20:00,0.0
2006-01-01 17:30:00,0.0
2006-01-01 17:40:00,0.0
2006-01-01 17:50:00,0.0
