timestamp,MT_avg
2011-01-01 00:15:00,428.2069708629982
2011-01-01 00:30:00,432.3769022563985
2011-01-01 00:45:00,433.53031608257317
2011-01-01 01:00:00,427.19050412676154
2011-01-01 01:15:00,413.5429643913425
2011-01-01 01:30:00,405.26994962218686
2011-01-01 01:45:00,412.6122740255203
2011-01-01 02:00:00,408.40946121178547
2011-01-01 02:15:00,409.7973635710273
2011-01-01 02:30:00,411.0362640431591
2011-01-01 02:45:00,420.28328325647465
2011-01-01 03:00:00,425.6480886530262
2011-01-01 03:15:00,406.3037120161463
2011-01-01 03:30:00,416.0119892544155
2011-01-01 03:45:00,416.4495492258173
2011-01-01 04:00:00,408.1720538673651
2011-01-01 04:15:00,402.1012241545774
2011-01-01 04:30:00,404.6980303327206
2011-01-01 04:45:00,409.11750852423836
2011-01-01 05:00:00,404.6518228443121
2011-01-01 05:15:00,400.96128136422465
2011-01-01 05:30:00,406.09988586504534
2011-01-01 05:45:00,417.8672593679151
2011-01-01 06:00:00,427.64493267425803
2011-01-01 06:15:00,421.2965426299746
2011-01-01 06:30:00,420.04261900094264
2011-01-01 06:45:00,443.2551882556977
2011-01-01 07:00:00,447.1847130046158
2011-01-01 07:15:00,438.8404942142086
2011-01-01 07:30:00,427.5409860156457
2011-01-01 07:45:00,449.02871469992954
2011-01-01 08:00:00,442.9801721972922
2011-01-01 08:15:00,443.4405576298074
2011-01-01 08:30:00,454.92892501897893
2011-01-01 08:45:00,455.87124592106346
2011-01-01 09:00:00,466.73817179760783
2011-01-01 09:15:00,458.82321703009194
2011-01-01 09:30:00,460.36428945303413
2011-01-01 09:45:00,462.9662255822179
2011-01-01 10:00:00,463.03734323310744
2011-01-01 10:15:00,466.56291694443627
2011-01-01 10:30:00,455.38494628541287
2011-01-01 10:45:00,455.8850239286397
2011-01-01 11:00:00,462.506212416098
2011-01-01 11:15:00,444.9473467666553
2011-01-01 11:30:00,449.8157634111185
2011-01-01 11:45:00,454.69618267175827
2011-01-01 12:00:00,460.0322077660609
2011-01-01 12:15:00,459.93188862928145
2011-01-01 12:30:00,457.0741821725358
2011-01-01 12:45:00,468.8886324164645
2011-01-01 13:00:00,462.13021786403624
2011-01-01 13:15:00,450.3046189488039
2011-01-01 13:30:00,440.941752947611
2011-01-01 13:45:00,450.77748660662394
2011-01-01 14:00:00,453.17549815332984
2011-01-01 14:15:00,453.78084244366
2011-01-01 14:30:00,453.54319064888114
2011-01-01 14:45:00,452.79903507488507
2011-01-01 15:00:00,457.8306898018738
2011-01-01 15:15:00,454.3208640478586
2011-01-01 15:30:00,461.57544343958597
2011-01-01 15:45:00,462.2240122879158
2011-01-01 16:00:00,463.2102683261104
2011-01-01 16:15:00,451.48606436362843
2011-01-01 16:30:00,460.41319300248995
2011-01-01 16:45:00,464.72592124231215
2011-01-01 17:00:00,463.50204769983236
2011-01-01 17:15:00,457.80933320904035
2011-01-01 17:30:00,466.0098816454403
2011-01-01 17:45:00,490.7522921059552
2011-01-01 18:00:00,499.27185378391204
2011-01-01 18:15:00,490.32159593681865
2011-01-01 18:30:00,495.3836489356223
2011-01-01 18:45:00,512.0185211024594
2011-01-01 19:00:00,507.000142665157
2011-01-01 19:15:00,489.2396641226687
2011-01-01 19:30:00,490.522418731829
2011-01-01 19:45:00,496.9582248838935
2011-01-01 20:00:00,488.89704722960334
2011-01-01 20:15:00,485.21354868935487
2011-01-01 20:30:00,495.0172410286741
2011-01-01 20:45:00,501.0229334902718
2011-01-01 21:00:00,486.05085953004254
2011-01-01 21:15:00,482.2952398912911
2011-01-01 21:30:00,491.6369074445438
2011-01-01 21:45:00,489.1910503706489
2011-01-01 22:00:00,477.7538049939726
2011-01-01 22:15:00,461.0938993366648
2011-01-01 22:30:00,458.5930804735408
2011-01-01 22:45:00,464.14356376056764
2011-01-01 23:00:00,451.0300983448982
2011-01-01 23:15:00,439.3032676001314
2011-01-01 23:30:00,434.9522777987587
2011-01-01 23:45:00,432.831163810493
2011-01-02 00:00:00,432.83105022230245
2011-01-02 00:15:00,424.33957297287014
2011-01-02 00:30:00,430.46737592316015
2011-01-02 00:45:00,434.98943493253125
2011-01-02 01:00:00,420.9083408583962
2011-01-02 01:15:00,409.7095158801021
2011-01-02 01:30:00,403.00508419131626
2011-01-02 01:45:00,409.07692515998053
2011-01-02 02:00:00,405.2469984173584
2011-01-02 02:15:00,405.0770474861032
2011-01-02 02:30:00,404.96867825024947
2011-01-02 02:45:00,414.3771767834728
2011-01-02 03:00:00,413.3692968299416
2011-01-02 03:15:00,403.3660959914081
2011-01-02 03:30:00,405.89719448763475
2011-01-02 03:45:00,408.3411298374443
2011-01-02 04:00:00,401.1439127613197
2011-01-02 04:15:00,402.4242611226417
2011-01-02 04:30:00,412.3568862239108
2011-01-02 04:45:00,438.8192458578369
2011-01-02 05:00:00,433.91044189450804
2011-01-02 05:15:00,472.5407726506775
2011-01-02 05:30:00,476.44739755926037
2011-01-02 05:45:00,470.1437355365796
2011-01-02 06:00:00,493.7892702957215
2011-01-02 06:15:00,575.7201973136698
2011-01-02 06:30:00,643.2654687735305
2011-01-02 06:45:00,646.9233400170482
2011-01-02 07:00:00,636.869867526078
2011-01-02 07:15:00,677.7658826665917
2011-01-02 07:30:00,709.3948332113807
2011-01-02 07:45:00,708.8580224583226
2011-01-02 08:00:00,700.4456123358857
2011-01-02 08:15:00,726.5526210385203
2011-01-02 08:30:00,751.2532663264883
2011-01-02 08:45:00,805.89232907841
2011-01-02 09:00:00,821.6543248465445
2011-01-02 09:15:00,868.6579422661886
2011-01-02 09:30:00,886.5495881845266
2011-01-02 09:45:00,887.2796610939589
2011-01-02 10:00:00,877.5521498901142
2011-01-02 10:15:00,884.8887662071808
2011-01-02 10:30:00,895.7028630877805
2011-01-02 10:45:00,909.0657464287473
